联想ThinkPad X1 Carbon 2020(38CD)英特尔酷睿i7 14英寸笔记本电脑(十代i7 16G 512GSSD WQHD)4G版 沉浸黑可选全时互联，轻薄便携，支持WIFI6，秒速唤醒，高密度碳纤维，可选编织外观，可选4K超高清屏幕配备；超长续航，极速快充,13999.00,ThinkPad京东自营旗舰店
ROG 魔霸4 10代英特尔酷睿i7 15.6英寸 液金散热 240Hz 3ms电竞屏游戏笔记本电脑 i7-10875H RTX 2060 512G 16GB 240Hz【9月16-25日ROG宠粉狂欢】十代i7-10875H八核强芯！RTX20系高性能独显！液金散热！240Hz高刷新率！咨询客服下单有礼！晒单送双肩包！更多》,10999.00,玩家国度ROG官方旗舰店
华硕a豆 adolbook14 2020 增强版 14英寸金属轻薄笔记本电脑 幻彩白 十代i5 16G 512G MX350独显【9.21华硕品牌秒杀】飞8十代i7-16G点杀低至7799！VivoBook15s点杀低至4299！灵耀14十代i7低至6599！晒单有礼，咨询客服有礼。,4999.00,华硕电脑官方旗舰店
联想ThinkPad E15（3XCD）英特尔酷睿i5 15.6英寸轻薄笔记本电脑(i5-10210U 8G 256GSSD+1T 2G独显 FHD)黑15.6英寸大屏幕窄边框，A面金属坚固耐用强散热，双硬盘位，急速充电，杜比音效，自带数字小键盘，丰富接口，ThinkCool散热，预装正版Office家庭版,5999.00,ThinkPad京东自营旗舰店
华硕 (ASUS) 灵锐14 7nm新锐龙八核处理器 14英寸轻薄笔记本电脑 黑色 R7-4700U 16G 512G固态 套装【9.21华硕品牌秒杀】飞8十代i7-16G点杀低至7799！VivoBook15s点杀低至4299！灵耀14十代i7低至6599！晒单有礼，咨询客服有礼。,5299.00,华硕电脑官方旗舰店
华为笔记本电脑MateBook D 15 15.6英寸轻薄本全面屏锐龙手提超薄本超级本 2020款 银｜R5-4500U+16G+512G 标配(预装正版Win 10)【新品促销】白条3期免息+R5六核处理器【购机即送】送雷柏蓝牙鼠标+双肩包等【咨询优惠】R5+16G+512G版本低至4XX9元,4288.00,华为千百回专卖店
联想（Lenovo）YOGA C740 14.0英寸 英特尔酷睿i5 超轻薄 触控屏 笔记本电脑 深灰色 i5-10210U 8G 512G固态【热卖推荐】全新十代酷睿，高色域全面屏，360°翻转全触屏，附赠4096级压感手写笔，超轻薄金属机身【点击查看全新2020系列14英寸,5999.00,联想京东自营官方旗舰店
华为笔记本 MateBook 14 2020款 超轻薄本超极本全面屏商务办公手提电脑 银｜十代i5 16G 512G MX350 触屏版 官方标配【预装正版Office】【下单抽万元豪礼】京东七仓速发，白条三期免息，下单送无线蓝牙鼠标+双肩包等八重豪礼，咨询客服再享优惠~锐龙AMD限量抢购赠：199元罗技原装无线键鼠,6699.00,科族数码专营店
拍拍【二手9成新】联想Thinkpad二手笔记本电脑X220 X240 12.5寸轻薄便携商务办公本 X220 i5/4G/120G固态【家用推荐】 赠：180天质保【二手9成新】联想Thinkpad二手笔记本电脑X220 X240 12.5寸轻薄便携商务办公本 X220 i5/4G/120G固态【家用推荐】 赠：180天质保,899.00,星仔二手电脑专营店
神舟战神K670/K680E/ZX6/TX6 GTX1050/1650Ti独显游戏本笔记本手提电脑 K670D-G4E7/G5420/256/3G独显【20号神舟超品日抢600神券，到手价低至4699元】GTX1650-4G独显、全面屏窄边框、85%屏占比、双风扇四铜管、144Hz电竞屏16G内存512G固态,3399.00,神舟游戏本专卖店
华硕VivoBook15s笔记本电脑十代酷睿i3轻薄本15.6英寸大屏商务办公学习手提电脑 i3-1005G1 8G内存/512G固态硬盘华硕VivoBook15s笔记本电脑十代酷睿i3轻薄本15.6英寸大屏商务办公学习手提电脑 i3-1005G1 8G内存/512G固态硬盘,3299.00,华硕智凝专卖店
华为笔记本新款MateBook D 2020锐龙版 7nm D14/D15可选 超薄本商务办公超极本 D14/六核R5-4500U/16G/512G银色 官方标配含赠品礼包华为MateBook-2020款锐龙7nm新品发售，下单六期免息，送原装鼠标/双肩包/耳机等豪华礼包，点击领取限时优惠券下单更便宜详情请点击查看,4288.00,华为比特专卖店
【钛系列高配版】联想拯救者Y7000P/Y7000 2020专业电竞游戏笔记本电脑r 高色域全面屏 十代i5 16G 1T+256G固态【Y7000】 升级版 GTX1650Ti 4G电竞独显【打游戏不卡顿，就用“钛系列”高配显卡】标压i5四核八线程，睿频高达4.1G；GTX1650Ti-4G独显，专业电竞666！【领券立减600，紧俏货源手慢无】,7299.00,联想华东授权专卖店
联想(Lenovo)扬天V110 14英寸轻薄学生商务办公手提笔记本电脑 定制【A4-9120/4G/128G固态】 2G独显 高清屏 玛瑙黑下单立减100元，再送联想原装鼠标，强劲处理器，2G独立显卡，预装正版office杜绝盗版死机，全国联保两年，品质值得信赖！,2899.00,联想扬天京东自营授权旗舰店
联想笔记本V15 15.6英寸轻薄便携商务办公超极本双核大屏游戏娱乐学生家用手提笔记本电脑 定制【i3-1005G1 8G内存+512G固态】 15.6英寸 数字全键盘 2G独显...新品推荐丨全新十代酷睿丨至高睿频3.4GHz丨搭配2G独显丨全高清大屏幕丨还支持组装双硬盘丨限时白条三期免息丨热卖爆品！购机再送豪礼！,3499.00,联想扬天航电授权专卖店
壹号本（1代S版） 7英寸迷你笔记本电脑商务迷你笔记本掌上电脑平板电脑二合一商务出差电脑 银色 8G+256G SSD出差就带壹号本，平板笔记本二合一，2048级原笔迹手写IPS屏，PCIE固态硬盘，轻薄本，移动办公说走就走。点此更多~,3599.00,壹号本旗舰店
华为笔记本电脑MateBook 13 2020 锐龙版 13英寸轻薄本超薄本手提超极本 银｜R5-4600H 16G 512G集显【新品】 官方标配【新品上市】白条3期免息~晒单送华为双肩包【购机即送】送雷柏蓝牙鼠标+内胆包+扩展坞等【咨询优惠】新品标压R5+16G+512G版本低至4X99元,4799.00,华为千百回专卖店
"华为MateBook D 14 15 手提商务办公学生超轻薄笔记本电脑 Windows版 银D14丨R5-4500U 16G 512G固态【降】分期免息，全新7nm处理器，限时直降【礼】下单赠大礼包,晒单领扩展坞【抢】收藏关注领移动电源，享优先发货查询更多福利点击",4288.00,华为新通路专卖店
【2020款指纹解锁】15.6英寸轻薄IPS窄边框超薄手提金属笔记本电脑办公大学生女生游戏便携超级本 10代5205U 16G内存 256G固态 办公商务办公游戏娱乐轻薄...夏不为利！本店新品爆款现货顺丰急发！产品特点：指纹解锁，微边全面屏，DDR4高频内存，十代处理器，金属外壳，流畅运行LOL，CF网游。查看千元性价比轻薄本,2599.00,iru旗舰店
京品电脑惠普(HP)暗影精灵6 15.6英寸游戏笔记本电脑(i5-10300H 16G 512GSSD RTX2070MaxQ 8G独显 144Hz)【9月开学季爆款好价！暗影精灵6到飞起，全新升级10代酷睿处理器！轻薄新外观搭载酷凉风暴散热模组！】9月开学季促销》,8499.00,惠普（HP）OMEN暗影精灵京东自营旗舰店
联想(Lenovo)小新Pro13 2020锐龙版 超轻薄笔记本电脑 2.5K高色域 人脸识别超级本 标配丨六核R5-4600U 16G 512G固态 2.5K镜面屏 人脸识别【厂家补贴200元优惠券，锐龙R5六核，低至4599元】锐龙处理器性能更强劲，超窄边框，“真”全面屏，2.5k高分辨率，8小时长续航，DC调光不闪屏更多好物,4799.00,联想航电授权专卖店
联想ThinkPad X395 13.3英寸轻薄商务笔记本电脑 锐龙PRO R5-3500U 8G 256G固态（0TCD） FHD/指纹识别/Office/Win10【咨询遇礼】X390同尺寸，搭载高速锐龙处理器，FHD高清屏，PCIe极速固态，纤薄机身，高性价比办公本！【购买2020新款X13机型】,3999.00,ThinkPad上海授权专卖店
外星人（ALIENWARE）全新m15 2020版R3酷睿高清独显15.6英寸电竞吃鸡游戏笔记本电脑 现货 5510黑十代i5/512G/1650Ti 官方标配【轻薄机身，强悍性能】可选酷睿十代处理器，限时购机并晒单赠外星人定制礼品M17-2020新品,10999.00,外星人官方旗舰店
戴尔（DELL）成就5590/5490燃5000十代窄边框商务办公学生游戏轻薄笔记本电脑 银色15.6英寸 i7-10510U独显MX250 16G内存 1TB高速固态 大容量定制【戴尔开学季直降200，再抢300神券，再送299元豪礼】【金属本，十代新品，12小时长效续航，2年整机上门保修，移动办公轻薄随行】,6999.00,戴尔速达专卖店
【多仓发货】联想扬天V110 15.6英寸 V系列  9系流畅办公家用影音笔记本电脑 轻薄便携 标配A4-9125 4G内存128G固态 14英寸  2G独显 正版win10【特推新款】V110升级款，9系处理器，8G内存，256G高速固态硬盘，领券立减100元，包鼠五件套收到即用，详情咨询客服！,2199.00,联想北达兴科专卖店
联想拯救者Y7000 2020款1080p高色域全面屏 专业电竞游戏笔记本电脑r 十代酷睿i5 16G内存 512G固态 幻影黑 定制 新GTX1650 4G GDDR6电竞独显标压酷睿i5+GTX1650电竞独显，畅玩吃鸡，专业PS，视频剪辑，统统搞定！硬盘内存皆可扩展，未来无限可能！限时惊爆价6299起，领券满减立省500元,6999.00,联想华东授权专卖店
华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX250 触控屏 多屏协同)灰9.23华为京东超级品牌日到手仅：6988元13英寸高清触控屏，十代英特尔酷睿处理器，更有16G大内存，可远程协同办公为您带来劲酷体验！更多精彩请点击,7199.00,华为京东自营官方旗舰店
RedmiBook 13 锐龙版 超轻薄 全面屏(6核R5-4500U 16G 512G SSD)月光银 手提 笔记本电脑 小米 红米【全面屏7nm锐龙】全新4500U、16GB双通道、机身面积小于一张A4纸、11小时超长续航、小米手环疾速解锁更多爆款,3799.00,小米京东自营旗舰店
京品电脑联想ThinkPad 翼14（1UCD）英特尔酷睿i7 14英寸轻薄笔记本电脑(i7-10510U 8G 512G傲腾增强型SSD 独显FHD)银4.9mm超窄边框，A面耐用金属材质，固态硬盘超快响应，杜比优质音效，黑酷强劲散热，丰富接口轻松拓展,5499.00,ThinkPad京东自营旗舰店
华为MateBook D 14/15 超薄笔记本电脑办公学生游戏商务本手提电脑 D14｜银i5十代/16G/512G固态/独显  带正版Win10系统/office办公软件【稀缺新品】7nm八核高性能轻薄本可选！送无线鼠标+包！【直播间领好礼】【2K触屏款仅售5599元】,5199.00,华为肆玖专卖店
华为笔记本MateBook 13 2020款锐龙超薄本全面屏轻薄本超极本商务办公学生手提笔记本电脑 银｜锐龙R5-4600H 16G+512G【现货 MateBook13 标配【金秋风暴】尊享3期免息！看直播抢福利【特惠助力】购机送蓝牙鼠标！咨询客服有好礼【京东配送】晒单送时尚双肩包！猛戳抢购！,4699.00,华为兴汇聚专卖店
京品电脑机械师T58-V 全面屏游戏本十代i7-10750H/GTX1650/1650Ti独显游戏笔记本电脑 竞速版1650Ti/8G/512G PCIE固态【21号秒杀，抢600元券，到手价低至5799元】GTX1650/1650Ti两种显卡、全面屏、83%屏占比、双风扇四铜管、立体A壳、多彩背光键盘,6799.00,MACHENIKE机械师旗舰店
】戴尔（DELL）旗舰店【灵越13】十代酷睿超轻薄学生粉女办公手提笔记本电脑13.3英寸 【星光银】全金属+72%高色域 10代酷睿/8G/512G/FHD【爆款版】【京东数码品类日-抢大额神券】【下单联系客服，抢原装鼠标丨高考学子凭准考证领壕礼】【72%高色域+轻至1.08KG+薄至1.4mm】【只为年轻爱颜值的你】,4299.00,卓品数码旗舰店
联想（Lenovo）小新Air14 2020全新十代酷睿i5金属超轻薄笔记本电脑 高性能设计办公电脑 银色 热卖i5-1035G1 8G 512G丨MX350【开学季特惠购，500元大额神劵补贴】全新酷睿十代i5/i7可选，搭载新一代MX350独立显卡，大容量电池，长续航！小新15款，大屏幕更过瘾,5299.00,联想航电授权专卖店
【十代酷睿i7】联想ThinkPad E14 2020新品 14英寸 独显轻薄商务办公手提笔记本电脑 标配：十代i5 8G 1T机械@核显 01CD 十代处理器 正版Win10 全面高清屏酷睿10代i5/i7处理器丨RX640-2G独显丨IPS高清屏1920*1080丨【额外好礼】同配置15.6英寸丨金属外壳丨ThinkPadE15,4399.00,ThinkPad广东授权专卖店
华硕（ASUS） VivoBook14 2020新款 十代英特尔酷睿 14英寸窄边框轻薄本笔记本电脑 星云蓝 预装Office i5-10210U 8G 512G固态 MX330【9.21华硕品牌秒杀】飞8十代i7-16G点杀低至7799！VivoBook15s点杀低至4299！灵耀14十代i7低至6599！晒单有礼，咨询客服有礼。,4399.00,华硕电脑官方旗舰店
神舟战神ZX6/TX6-CU5DA 十代六核i5 GTX1650/1050独显手提游戏本笔记本电脑 TX6-CT5高配16+512六核+GTX1650领券立减600、300元。高性能六核桌面处理器，双风扇一键散热，全高清IPS屏热销推荐-144电竞屏-TX6-CT5高配版券后4688元,5288.00,神舟大本航专卖店
华为荣耀笔记本MagicBook 15 2020新款笔记本电脑 15.6英寸轻薄本商务办公学生超级本 2020新款六核R5-4500U/16G/512G 银色华为MateBook-2020款锐龙7nm新品发售，下单六期免息，送原装鼠标/双肩包/耳机等豪华礼包，点击领取限时优惠券下单更便宜详情请点击查看,4199.00,华为比特专卖店
华硕(ASUS) 天选 15.6英寸游戏笔记本电脑(新锐龙 7nm R5-4600H 16G 512GSSD GTX1650Ti 4G 144Hz)元气蓝,6299.00,华硕京东自营官方旗舰店
京品电脑联想(Lenovo)扬天S540 英特尔酷睿 i5 14英寸超薄本学生轻薄商务办公手提笔记本电脑 定制【i5-8265U/16G/512G固态】 R540X 2G独显 IPS 全高清屏 银河灰下单立减300元，再送联想原装鼠标。新八代i酷睿i5四核性能更强，指纹识别开机键二合一！预装正版office杜绝盗版死机，全国上门联保两年，足不出户，安枕无忧！,5499.00,联想扬天京东自营授权旗舰店
机械革命Z2 Air-S/Z3 15.6英寸超薄高色域吃鸡游戏本学生商务办公设计师全面屏笔记本电脑 十代i5-10200H/GTX1650-4G高色域 热卖推荐：8G/512G PCIe 高速固态【活动名额有限下单没减600优惠联系在线客服办理】【活动期下单送双肩背包-游戏键鼠套装-超大号鼠标】开学季出示学生证享专属福利十代i5电竞爆款券后到手价4899,5499.00,机械革命授权专卖店
神舟战神K670系列/ZX6/TX6 MX250/GTX1050/GTX1650 IPS屏笔记本电脑 K670C-G4A1:G5420/8G/512G【直播间专属礼包】键盘+散热器+耳机+32G优盘【限时特惠】10代i5/GTX1650券后低至4688元，更多活动,3188.00,神舟海神专卖店
13.3英寸超轻薄酷睿i5笔记本电脑独显设计办公游戏学生小清新颜值本 i5-8265U 16G内存 512G固态丨爆款 2G独显 100%sRGB高色域 太空灰 精装升【2020新品】兼并办公、设计、游戏于一身的独显本【新机型、新配置】十代酷睿i5强芯、MX330性能显卡【购机享优惠】限时直降500元，再送价值199元礼包,4599.00,联想佳运汇通专卖店
联想ThinkPad S2 2020（01CD）英特尔酷睿i5 13.3英寸轻薄笔记本电脑（i5-10210U 8G 512G傲腾增强型SSD）黑【ThinkPad潮极客系列】Intel十代CPU新款；厚度17.6mm，重量1.38kg；小巧轻薄便于携带；指纹识别；快速充电长续航；正版Office。,5799.00,ThinkPad京东自营旗舰店
苹果Apple MacBook Air 2020新款13.3英寸苹果笔记本电脑超薄轻薄本【原装正品】 银色 【2017款】i5/8G/128G 官方标配,5499.00,Apple爱豆专卖店
"惠普（HP）新光影精灵6max/puls 暗夜暗影电竞5吃鸡游戏本笔记本电脑旗舰店官网 15.6""新电竞版【跨界升级】 电竞版i5 8G 512G GTX1650-4G2020超级新品-MAX全新升级丨电竞版【抢600券惠普超品日-限时低至5699】【十代酷睿新品+背光键盘+窄边框】入选京品电脑榜单-电竞显卡GTX1650Ti",6299.00,惠普授权旗舰店
"华为荣耀笔记本电脑MagicBook14/15全面屏超薄本轻薄本便携学生商务办公本超极本冰河银 新品14英寸R5-4500U 8G 256G【开学优惠购】咨询客服有优惠！收藏加购下单送包鼠大礼包,晒图送网口拓展坞，享三期免息，赠运费险！-荣耀MagicbookPro2020低至4699，点击抢购。",3799.00,荣耀策山专卖店
